CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2026-08-20 08:21:12.2570146,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\DIOGENES_26.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\DIOGENES_26.lnk,574,E586A8D8CE65E2A9C2A1284CEEAE0B014DE063DA,False,2026-08-19 13:44:18.8468530,2026-08-19 15:38:27.6911732,2026-08-19 15:38:27.6911732,00:00:00
2026-08-20 08:21:12.2725841,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\Driver Update Package.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\Driver Update Package.lnk,850,ED68663B122B665B4F3A2CD6FCADF038C44EA8B9,False,2026-08-19 15:35:19.9134448,2026-08-19 15:35:19.9134448,2026-08-19 15:35:19.9134448,00:00:00
2026-08-20 08:21:12.2725841,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\EXT-0419.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\EXT-0419.lnk,785,E7DFA2FB75A52923FEC01F17060EDF8C75FED6FF,False,2026-08-19 15:38:27.6778503,2026-08-19 15:38:27.6778503,2026-08-19 15:38:27.6778503,00:00:00
2026-08-20 08:21:12.2725841,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\Indexing Options.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\Indexing Options.lnk,146,9BDC4371565DE5962F08187AEE9B7AF82C8AE33C,False,2026-08-19 12:57:26.3348376,2026-08-19 12:57:26.3348376,2026-08-19 12:57:26.3348376,00:00:00
2026-08-20 08:21:12.2725841,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\IT_SUPPORT.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\IT_SUPPORT.lnk,795,6FFF0EA399E85615BA3C561CFAFE34179EF1F6F9,False,2026-08-19 15:38:24.3599710,2026-08-19 15:38:24.3599710,2026-08-19 15:38:24.3599710,00:00:00
2026-08-20 08:21:12.2881835,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck-.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck-.lnk,172,B8B3C198F44CC488D42D7047FB542B512AEACE69,False,2026-08-19 13:40:53.5964373,2026-08-19 13:40:53.5964373,2026-08-19 13:40:53.5964373,00:00:00
2026-08-20 08:21:12.2881835,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\Schedule.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\Schedule.lnk,707,1D300435D24F257B26B5045B36EAF82B14FE85CF,False,2026-08-19 13:44:18.8314305,2026-08-19 13:44:18.8314305,2026-08-19 13:44:18.8314305,00:00:00
2026-08-20 08:21:12.2881835,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\The Internet.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\The Internet.lnk,104,5AEA7998B55EF5F89414E631853E8EE4493C33F9,False,2026-08-19 12:58:23.9127137,2026-08-19 13:40:53.6119883,2026-08-19 13:40:53.6119883,00:00:00
2026-08-20 08:21:12.2881835,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,7680,C67991F0828477372B9F8EBE676C0E6AC41B52D1,False,2026-08-19 12:49:34.0855169,2026-08-19 15:38:27.6871108,2026-08-20 08:14:16.9254406,00:00:00
2026-08-20 08:21:12.3041937,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\7e4dca80246863e3.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\7e4dca80246863e3.automaticDestinations-ms,3072,31F052226B5FD8DA74F01C56D4C5FABB9D7BDA91,False,2026-08-19 12:57:26.3037934,2026-08-19 12:57:26.3037934,2026-08-20 08:14:17.3943625,00:00:00
2026-08-20 08:21:12.3041937,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\ccba5a5986c77e43.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\ccba5a5986c77e43.automaticDestinations-ms,9728,E021BB1A9C8BE07B6559E9617F6ECB005E5D3FD4,False,2026-08-19 12:58:23.8972942,2026-08-19 15:38:27.5131895,2026-08-20 08:14:17.9256066,00:00:00
2026-08-20 08:21:12.3195466,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\dd7c3b1adb1c168b.automaticDestinations-ms,3072,7369CE9F64374B40152A8C0C45A2F8B2BD31EBC8,False,2026-08-19 13:40:53.5652732,2026-08-19 13:40:53.5652732,2026-08-20 08:14:17.6599785,00:00:00
2026-08-20 08:21:12.3195466,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,8704,DDA29F3E46F5A2B4C98E2BB08FCEB4C0BED41F13,False,2026-08-19 12:49:34.0855169,2026-08-19 15:38:27.5288893,2026-08-20 08:14:16.9098969,00:00:00
2026-08-20 08:21:12.3195466,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\7e4dca80246863e3.customDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\7e4dca80246863e3.customDestinations-ms,24,707C3647EEC303E0801EFDF2D4636B3D409F42B9,False,2026-08-19 12:49:11.5854851,2026-08-19 12:49:11.5854851,2026-08-20 08:14:17.3943625,00:00:00
2026-08-20 08:21:12.3195466,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\ccba5a5986c77e43.customDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\ccba5a5986c77e43.customDestinations-ms,3942,CFC09350BED199E940AB1DEFEFDC9B0F7F7E8910,False,2026-08-19 12:49:14.5230258,2026-08-19 12:49:14.5387193,2026-08-20 08:14:17.9101787,00:00:00
2026-08-20 08:21:12.3350356,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f01b4d95cf55d32a.customDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f01b4d95cf55d32a.customDestinations-ms,24,9733D94607A3CBA277E567AF584510EDD9FEBF62,False,2026-08-19 12:54:52.1014376,2026-08-19 12:54:52.1014376,2026-08-20 08:14:17.4098365,00:00:00.0154890
2026-08-20 08:21:12.3350356,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f18460fded109990.customDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f18460fded109990.customDestinations-ms,24,57658E2FA594B7D0B99D02E041D0F3418E58856B,False,2026-08-19 12:57:24.1159275,2026-08-19 15:34:58.3143390,2026-08-20 08:14:17.9569482,00:00:00
2026-08-20 08:21:12.3350356,C:\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,1536,4C50B8B0859722E672DE4DB2707ADD24983C2983,False,2026-08-17 09:39:53.8208371,2026-08-17 09:41:05.7187858,2026-08-20 08:14:43.7381363,00:00:00
2026-08-20 08:21:12.3506665,C:\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\7e4dca80246863e3.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\7e4dca80246863e3.automaticDestinations-ms,3072,2EFED841EE37B70D31E91053DBE20FBEAD42BA68,False,2026-08-19 12:45:41.7503500,2026-08-19 12:56:45.1939666,2026-08-20 08:14:44.5035823,00:00:00.0156309
2026-08-20 08:21:12.3506665,C:\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,7168,3758A36B3DDB54894A327BE37401DB4D6AF2F3C3,False,2026-08-17 09:39:53.8208371,2026-08-17 09:40:38.7113912,2026-08-20 08:14:43.7381363,00:00:00
2026-08-20 08:21:12.3506665,C:\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\ccba5a5986c77e43.customDestinations-ms,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\ccba5a5986c77e43.customDestinations-ms,3942,D9D7477DAE19445EE59C875642F5533B31ABD8FA,False,2026-08-17 09:40:42.3964510,2026-08-17 09:40:42.4069885,2026-08-20 08:14:44.5834986,00:00:00
2026-08-20 08:21:12.3506665,C:\Users\cvoss\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk,2363,3FD6374DAE6524837747F825FED3AC3743BFEE2E,False,2026-08-19 12:49:06.5386957,2026-08-19 12:55:40.6795069,2026-08-20 08:15:29.8319211,00:00:00
2026-08-20 08:21:12.3663440,C:\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk,2397,6047CDB6C28AD905D1241E0538D8CD539B6A883C,False,2026-08-17 09:37:10.8366413,2026-08-18 11:10:44.3131298,2026-08-20 08:15:57.1441882,00:00:00
2026-08-20 08:21:12.3663440,C:\Users\Default\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\Default\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk,1105,CA89C60FCABC97C5A264E335B9D68DBD7B5C3720,False,2019-12-07 09:10:14.7949052,2019-12-07 09:10:14.7949052,2026-08-17 21:30:23.0842872,00:00:00
2026-08-20 08:21:12.3821608,C:\Users\cvoss\Desktop\Microsoft Edge.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\cvoss\Desktop\Microsoft Edge.lnk,2348,7E8EDA70CF74A2839B16277B1D8E22E81CB2E376,False,2026-08-19 12:49:09.3510268,2026-08-19 12:49:14.6170261,2026-08-20 08:14:10.4567676,00:00:00
2026-08-20 08:21:12.3821608,C:\Users\CyberJunkie\Desktop\Microsoft Edge.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Users\CyberJunkie\Desktop\Microsoft Edge.lnk,2348,BDEAF9A5F644EE457181E89F6AAB9D7DB852831E,False,2026-08-17 09:39:29.1960806,2026-08-17 09:40:43.3945061,2026-08-20 08:14:39.3161090,00:00:00
2026-08-20 08:21:12.3821608,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Immersive Control Panel.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\ProgramData\Microsoft\Windows\Start Menu\Programs\Immersive Control Panel.lnk,2349,37869FFF67AC5CB8D7963827C705DADB04C1E7EB,False,2019-12-07 09:10:31.5091388,2019-12-07 09:10:31.5091388,2026-08-19 12:42:20.3334373,00:00:00
2026-08-20 08:21:12.3821608,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Edge.lnk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Edge.lnk,2438,B6A72CAEBE2B8E42446C5E7B51A67623BC08DE94,False,2026-08-17 21:30:42.2715711,2026-08-19 12:42:21.5521440,2026-08-20 08:14:17.9256066,00:00:00
2026-08-20 08:21:12.3978379,C:\Windows\System32\SRU\SRU.chk,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRU.chk,8192,F3F51994B488F088CC7B441001A222F4293D3E41,False,2026-08-17 21:30:30.3963330,2026-08-20 08:20:01.3039051,2026-08-20 08:20:01.3039051,00:00:00
2026-08-20 08:21:12.3978379,C:\Windows\System32\SRU\SRU.log,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRU.log,65536,6C4FB431E2BACADF361AD30924F3ECCBB8C7BE0E,False,2026-08-17 21:30:30.3652214,2026-08-20 08:20:01.3039051,2026-08-20 08:20:01.3039051,00:00:00
2026-08-20 08:21:12.3978379,C:\Windows\System32\SRU\SRU00022.log,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRU00022.log,65536,5C27C301060281D7D61642857867C24EE8825A48,False,2026-08-17 21:30:30.3652214,2026-08-20 08:14:07.3318757,2026-08-20 08:14:07.3318757,00:00:00
2026-08-20 08:21:12.3978379,C:\Windows\System32\SRU\SRU00023.log,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRU00023.log,65536,EF778CFE3D0D301A63797A16CC1CEA825886D03F,False,2026-08-17 21:30:30.3652214,2026-08-20 08:16:56.8787945,2026-08-20 08:16:56.8787945,00:00:00
2026-08-20 08:21:12.4136093,C:\Windows\System32\SRU\SRU00024.log,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRU00024.log,65536,45BA584DA223FE0D1F0E4DB109E415DD32272FDB,False,2026-08-17 21:30:30.3652214,2026-08-20 08:16:56.9410883,2026-08-20 08:16:56.9410883,00:00:00
2026-08-20 08:21:12.4289394,C:\Windows\System32\SRU\SRUDB.dat,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRUDB.dat,2162688,381CB1EFD5BDE00AA7BD1AA29FB80FBD5555F7D4,False,2026-08-17 21:30:30.3963330,2026-08-20 08:20:01.3039051,2026-08-20 08:20:01.3039051,00:00:00.0153301
2026-08-20 08:21:12.4289394,C:\Windows\System32\SRU\SRUDB.jfm,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRUDB.jfm,16384,24365F1EA7FF225F86707D38ABDDD4170BF39B9A,False,2026-08-17 21:30:30.3963330,2026-08-20 08:20:01.3039051,2026-08-20 08:20:01.3039051,00:00:00
2026-08-20 08:21:12.4289394,C:\Windows\System32\SRU\SRUres00001.jrs,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRUres00001.jrs,65536,1ADC95BEBE9EEA8C112D40CD04AB7A8D75C4F961,False,2026-08-17 21:30:30.3806858,2026-08-17 21:30:30.3806858,2026-08-17 21:30:30.3806858,00:00:00
2026-08-20 08:21:12.4444637,C:\Windows\System32\SRU\SRUtmp.log,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\SRU\SRUtmp.log,65536,04D04CCCF49C5C9FCFD5D3D430B1542A354AB0D0,False,2026-08-17 21:30:30.3652214,2026-08-19 15:51:24.9518119,2026-08-19 15:51:24.9518119,00:00:00.0155243
2026-08-20 08:21:12.4444637,C:\Windows\System32\config\SAM.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SAM.LOG1,65536,7CE7BCE6132EA181BB6F91BB17EA679E42336241,True,2019-12-07 09:03:44.6332957,2019-12-07 09:03:44.6332957,2019-12-07 09:03:44.6332957,00:00:00
2026-08-20 08:21:12.4601546,C:\Windows\System32\config\SAM.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SAM.LOG2,49152,071BAAD2D23365BB0FC9FC7F8A5C123DB2360925,True,2019-12-07 09:03:44.6332957,2019-12-07 09:03:44.6332957,2019-12-07 09:03:44.6332957,00:00:00
2026-08-20 08:21:12.4601546,C:\Windows\System32\config\SECURITY.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SECURITY.LOG1,72704,88EC30FE8F6785884DA873BB31940807FB3CB744,True,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,00:00:00
2026-08-20 08:21:12.4757518,C:\Windows\System32\config\SECURITY.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SECURITY.LOG2,8192,31572A67CEC48B31C88FD1A73808BA78461B5D21,True,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,00:00:00
2026-08-20 08:21:13.3037413,C:\Windows\System32\config\SOFTWARE.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SOFTWARE.LOG1,15794176,9C974E89A9BEA77464C8188DC3EC83C354EA9EAB,True,2019-12-07 09:03:44.5863280,2019-12-07 09:03:44.5863280,2019-12-07 09:03:44.5863280,00:00:00.0468650
2026-08-20 08:21:13.9132588,C:\Windows\System32\config\SOFTWARE.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SOFTWARE.LOG2,10616832,0226FCA042E7A790C60241E1C28B6EF21C34602D,True,2019-12-07 09:03:44.5863280,2019-12-07 09:03:44.5863280,2019-12-07 09:03:44.5863280,00:00:00.0152949
2026-08-20 08:21:14.0069329,C:\Windows\System32\config\SYSTEM.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SYSTEM.LOG1,3096576,3EEB80F16B9A28E87AA7DCF1ED699B2115FB8056,True,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,00:00:00
2026-08-20 08:21:14.0694434,C:\Windows\System32\config\SYSTEM.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SYSTEM.LOG2,1835008,CDB57618488C2019BCAB1FAA7570C00064007748,True,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,2019-12-07 09:03:44.6002885,00:00:00
2026-08-20 08:21:14.0850361,C:\Windows\System32\config\SAM,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SAM,65536,7ED7688FBB69AFA4BFC08CEF7BFAD7E7E37A1B83,True,2019-12-07 09:03:44.5557404,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00
2026-08-20 08:21:14.0850361,C:\Windows\System32\config\SECURITY,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SECURITY,65536,E0942D2D5FAFDC0F73AD38303EF7EE939F788ABD,True,2019-12-07 09:03:44.5557404,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00
2026-08-20 08:21:17.1943397,C:\Windows\System32\config\SOFTWARE,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SOFTWARE,71041024,C1C657E73A01681D5E38184D6B543DEFFF994573,True,2019-12-07 09:03:44.5557404,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00.2030934
2026-08-20 08:21:17.7725586,C:\Windows\System32\config\SYSTEM,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\System32\config\SYSTEM,12582912,94E580F1857A4C81C7AA8A0E20793F976D8A6F2E,True,2019-12-07 09:03:44.5557404,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00.0312968
2026-08-20 08:21:17.7881470,C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT,262144,5702F3D4EF4A4B9C9790185935685E6E1F410C74,True,2026-08-17 21:30:23.6934367,2026-08-20 08:16:57.7067649,2026-08-20 08:16:57.7067649,00:00:00
2026-08-20 08:21:17.8037754,C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1,73728,89336C0B05FE83F3553BB061CD3B91DA63FB006D,True,2026-08-17 21:30:23.7090118,2026-08-17 21:30:23.7090118,2026-08-17 21:30:23.7090118,00:00:00
2026-08-20 08:21:17.8037754,C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2,C:\Users\CYBERJ~1\AppData\Local\Temp\KAPE\Triage\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2,49152,7D2EDB252A712B71C7DE506BE378ADE56766726E,True,2026-08-17 21:30:23.7090118,2026-08-17 21:30:23.7090118,2026-08-17 21:30:23.7090118,00:00:00
